Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Era,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct,Success_Category,Multi_Region_Success
4129,Nickelodeon Team Umizoomi,DS,2011,Action,Take-Two Interactive,0.45,0.0,0.0,0.03,0.48,2010,2010s+,0.9375000000000001,0.0,0.0,0.0625,Niche (<1M),False
4130,FlingSmash,Wii,2010,Action,Nintendo,0.38,0.01,0.07,0.02,0.48,2010,2010s+,0.7916666666666667,0.020833333333333336,0.14583333333333334,0.04166666666666667,Niche (<1M),False
4131,NFL Xtreme 2,PS,1999,Sports,989 Studios,0.27,0.18,0.0,0.03,0.48,1990,1990s,0.5625000000000001,0.375,0.0,0.0625,Niche (<1M),True
4132,Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0.0,0.04,0.48,2000,2000s,0.875,0.04166666666666667,0.0,0.08333333333333334,Niche (<1M),False
4133,Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48,2000,2000s,0.7083333333333334,0.27083333333333337,0.0,0.020833333333333336,Niche (<1M),True
4134,Dynasty Warriors Gundam,PS,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.48,2000,2000s,0.2916666666666667,0.020833333333333336,0.6458333333333334,0.04166666666666667,Niche (<1M),True
4135,Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.14,0.28,0.0,0.06,0.48,2000,2000s,0.2916666666666667,0.5833333333333334,0.0,0.125,Niche (<1M),True
4136,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.48,2000,2000s,0.25,0.125,0.5625000000000001,0.04166666666666667,Niche (<1M),True
4137,Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.19,0.01,0.04,0.48,2010,2010s+,0.5208333333333334,0.39583333333333337,0.020833333333333336,0.08333333333333334,Niche (<1M),True
4138,Tiger Woods PGA Tour 06,XB,2005,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,2000,2000s,0.7291666666666666,0.22916666666666669,0.0,0.04166666666666667,Niche (<1M),True
4139,FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,2000,2000s,0.39583333333333337,0.5625000000000001,0.020833333333333336,0.0,Niche (<1M),True
4140,Up,PS,2009,Action,THQ,0.19,0.05,0.0,0.24,0.48,2000,2000s,0.39583333333333337,0.10416666666666667,0.0,0.5,Niche (<1M),True
4141,Grand Prix,2600,1981,Racing,Activision,0.45,0.03,0.0,0.0,0.48,1980,Pre-1990,0.9375000000000001,0.0625,0.0,0.0,Niche (<1M),False
4142,Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.06,0.4,0.0,0.01,0.48,2000,2000s,0.125,0.8333333333333334,0.0,0.020833333333333336,Niche (<1M),False
4143,SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48,2000,2000s,0.7708333333333334,0.0625,0.08333333333333334,0.08333333333333334,Niche (<1M),False
4144,World of Outlaws: Sprint Cars 2002,PS,2002,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48,2000,2000s,0.4791666666666667,0.375,0.0,0.125,Niche (<1M),True
4145,Cars: Race-O-Rama,DS,2009,Racing,THQ,0.35,0.09,0.0,0.04,0.48,2000,2000s,0.7291666666666666,0.1875,0.0,0.08333333333333334,Niche (<1M),False
4146,Emergency Heroes,Wii,2008,Racing,Ubisoft,0.15,0.27,0.0,0.06,0.48,2000,2000s,0.3125,0.5625000000000001,0.0,0.125,Niche (<1M),True
4148,Fantavision,PS,2000,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,2000,2000s,0.29787234042553196,0.23404255319148937,0.4042553191489362,0.08510638297872342,Niche (<1M),True
4149,Double Dragon,2600,1989,Action,Activision,0.45,0.02,0.0,0.01,0.47,1980,Pre-1990,0.9574468085106383,0.04255319148936171,0.0,0.021276595744680854,Niche (<1M),False
4150,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,1990,1990s,0.5106382978723404,0.34042553191489366,0.08510638297872342,0.06382978723404255,Niche (<1M),True
4151,NBA Live 99,N64,1998,Sports,Electronic Arts,0.45,0.02,0.0,0.0,0.47,1990,1990s,0.9574468085106383,0.04255319148936171,0.0,0.0,Niche (<1M),False
4152,Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47,2010,2010s+,0.34042553191489366,0.23404255319148937,0.3829787234042553,0.06382978723404255,Niche (<1M),True
4154,Dark Sector,PS,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,2000,2000s,0.4893617021276596,0.34042553191489366,0.021276595744680854,0.14893617021276598,Niche (<1M),True
4155,Unreal Tournament III,X360,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,2000,2000s,0.5319148936170213,0.3617021276595745,0.021276595744680854,0.10638297872340427,Niche (<1M),True
4156,X-Men: Next Dimension,PS,2002,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,2000,2000s,0.4893617021276596,0.3829787234042553,0.0,0.1276595744680851,Niche (<1M),True
4157,Street Fighter X Tekken,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.03,0.47,2010,2010s+,0.6595744680851064,0.21276595744680854,0.06382978723404255,0.06382978723404255,Niche (<1M),False
4158,The Godfather (JP sales),PS,2006,Action,Electronic Arts,0.39,0.02,0.0,0.06,0.47,2000,2000s,0.8297872340425533,0.04255319148936171,0.0,0.1276595744680851,Niche (<1M),False
4159,MySims Racing,Wii,2009,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,2000,2000s,0.4042553191489362,0.4893617021276596,0.0,0.10638297872340427,Niche (<1M),True
4160,Hamsterz Life,DS,2006,Action,Ubisoft,0.43,0.01,0.0,0.04,0.47,2000,2000s,0.9148936170212766,0.021276595744680854,0.0,0.08510638297872342,Niche (<1M),False
4161,Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,0.33,0.1,0.0,0.04,0.47,2010,2010s+,0.7021276595744682,0.21276595744680854,0.0,0.08510638297872342,Niche (<1M),False
4162,Super Puyo Puyo 2,SNES,1995,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
4163,Gauntlet Legends,PS,2000,Action,Midway Games,0.26,0.18,0.0,0.03,0.47,2000,2000s,0.5531914893617021,0.3829787234042553,0.0,0.06382978723404255,Niche (<1M),True
4164,Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47,2000,2000s,0.7872340425531915,0.08510638297872342,0.06382978723404255,0.08510638297872342,Niche (<1M),False
4165,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS,2014,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08,0.47,2010,2010s+,0.3191489361702128,0.34042553191489366,0.19148936170212766,0.17021276595744683,Niche (<1M),True
4166,Deadpool,PS,2013,Action,Activision,0.23,0.17,0.0,0.08,0.47,2010,2010s+,0.4893617021276596,0.3617021276595745,0.0,0.17021276595744683,Niche (<1M),True
4167,WipEout,PS,1995,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47,1990,1990s,0.5531914893617021,0.3829787234042553,0.0,0.06382978723404255,Niche (<1M),True
4168,ICO,PS,2001,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,2000,2000s,0.4893617021276596,0.3829787234042553,0.0,0.1276595744680851,Niche (<1M),True
4169,Silent Hill: Downpour,PS,2012,Action,Konami Digital Entertainment,0.21,0.16,0.04,0.06,0.47,2010,2010s+,0.4468085106382979,0.34042553191489366,0.08510638297872342,0.1276595744680851,Niche (<1M),True
4170,2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.14,0.28,0.0,0.04,0.47,2010,2010s+,0.29787234042553196,0.5957446808510639,0.0,0.08510638297872342,Niche (<1M),True
4171,WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,THQ,0.3,0.13,0.0,0.04,0.47,2010,2010s+,0.6382978723404256,0.2765957446808511,0.0,0.08510638297872342,Niche (<1M),True
4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
4173,Victorious Boxers: Ippo's Road to Glory,PS,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,2000,2000s,0.10638297872340427,0.08510638297872342,0.8085106382978724,0.021276595744680854,Niche (<1M),False
4174,Petz Sports,Wii,2008,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.47,2000,2000s,0.8936170212765958,0.021276595744680854,0.0,0.08510638297872342,Niche (<1M),False
4175,Lego Batman 3: Beyond Gotham,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.21,0.0,0.04,0.47,2010,2010s+,0.4893617021276596,0.4468085106382979,0.0,0.08510638297872342,Niche (<1M),True
4176,Densetsu no Stafi,GBA,2002,Platform,Nintendo,0.0,0.0,0.46,0.01,0.47,2000,2000s,0.0,0.0,0.9787234042553192,0.021276595744680854,Niche (<1M),False
4177,Valkyrie Profile 2: Silmeria,PS,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,2000,2000s,0.08510638297872342,0.06382978723404255,0.8297872340425533,0.021276595744680854,Niche (<1M),False
4178,Hot Wheels Velocity X,PS,2002,Racing,THQ,0.23,0.18,0.0,0.06,0.47,2000,2000s,0.4893617021276596,0.3829787234042553,0.0,0.1276595744680851,Niche (<1M),True
4179,Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47,2000,2000s,0.8723404255319149,0.04255319148936171,0.0,0.08510638297872342,Niche (<1M),False
4180,FIFA Soccer 13,PS,2012,Action,Electronic Arts,0.0,0.3,0.05,0.12,0.47,2010,2010s+,0.0,0.6382978723404256,0.10638297872340427,0.2553191489361702,Niche (<1M),True
4181,Virtua Tennis 4: World Tour,PS,2011,Sports,Sega,0.05,0.3,0.01,0.12,0.47,2010,2010s+,0.10638297872340427,0.6382978723404256,0.021276595744680854,0.2553191489361702,Niche (<1M),True
4182,"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,2000,2000s,0.0,0.9574468085106383,0.0,0.04255319148936171,Niche (<1M),False
4183,Crazy Taxi: Fare Wars,PS,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,2000,2000s,0.21276595744680854,0.46808510638297873,0.04255319148936171,0.2553191489361702,Niche (<1M),True
4184,Clash of Elementalists,DS,2010,Action,Level 5,0.0,0.0,0.47,0.0,0.47,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
4185,Spider-Man 3,DS,2007,Platform,Activision,0.41,0.02,0.0,0.04,0.47,2000,2000s,0.8723404255319149,0.04255319148936171,0.0,0.08510638297872342,Niche (<1M),False
4186,Disney Infinity 3.0,PS,2015,Action,Disney Interactive Studios,0.14,0.25,0.0,0.08,0.47,2010,2010s+,0.29787234042553196,0.5319148936170213,0.0,0.17021276595744683,Niche (<1M),True
4187,L.A. Rush,PS,2005,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47,2000,2000s,0.4893617021276596,0.3829787234042553,0.0,0.1276595744680851,Niche (<1M),True
4188,Bomberman Hero,N64,1998,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47,1990,1990s,0.574468085106383,0.1276595744680851,0.17021276595744683,0.10638297872340427,Niche (<1M),False
4189,Automobili Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0.0,0.01,0.47,1990,1990s,0.5957446808510639,0.3617021276595745,0.0,0.021276595744680854,Niche (<1M),True
4190,Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0.0,0.01,0.47,1990,1990s,0.8085106382978724,0.17021276595744683,0.0,0.021276595744680854,Niche (<1M),False
4191,Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0.0,0.0,0.44,0.03,0.47,1990,1990s,0.0,0.0,0.9361702127659575,0.06382978723404255,Niche (<1M),False
4192,Doom 64,N64,1997,Shooter,Midway Games,0.38,0.08,0.0,0.01,0.47,1990,1990s,0.8085106382978724,0.17021276595744683,0.0,0.021276595744680854,Niche (<1M),False
4193,Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47,2000,2000s,0.723404255319149,0.19148936170212766,0.0,0.08510638297872342,Niche (<1M),False
4194,The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47,2010,2010s+,0.0,0.6170212765957447,0.0,0.3829787234042553,Niche (<1M),True
4195,Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,2000,2000s,0.6382978723404256,0.06382978723404255,0.21276595744680854,0.06382978723404255,Niche (<1M),False
4196,Commando,2600,1987,Action,Activision,0.44,0.02,0.0,0.0,0.47,1980,Pre-1990,0.9361702127659575,0.04255319148936171,0.0,0.0,Niche (<1M),False
4197,Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47,2010,2010s+,0.5957446808510639,0.2765957446808511,0.021276595744680854,0.08510638297872342,Niche (<1M),True
4198,The Princess and the Frog,Wii,2009,Platform,Disney Interactive Studios,0.29,0.13,0.0,0.04,0.47,2000,2000s,0.6170212765957447,0.2765957446808511,0.0,0.08510638297872342,Niche (<1M),True
4199,NBA Ballers: Phenom,PS,2006,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47,2000,2000s,0.4893617021276596,0.3829787234042553,0.0,0.1276595744680851,Niche (<1M),True
4200,Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47,2000,2000s,0.7446808510638298,0.21276595744680854,0.0,0.04255319148936171,Niche (<1M),False
4202,NHL 16,XOne,2015,Sports,Electronic Arts,0.37,0.05,0.0,0.05,0.47,2010,2010s+,0.7872340425531915,0.10638297872340427,0.0,0.10638297872340427,Niche (<1M),False
4203,FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47,2010,2010s+,0.08510638297872342,0.7021276595744682,0.0,0.21276595744680854,Niche (<1M),False
4204,MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47,1990,1990s,0.5531914893617021,0.3829787234042553,0.0,0.06382978723404255,Niche (<1M),True
4205,Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0.0,0.0,0.04,0.47,2000,2000s,0.9148936170212766,0.0,0.0,0.08510638297872342,Niche (<1M),False
4206,Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0.0,0.0,0.03,0.47,2010,2010s+,0.9361702127659575,0.0,0.0,0.06382978723404255,Niche (<1M),False
4207,Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,0.0,0.0,0.47,0.0,0.47,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
4208,World Soccer Winning Eleven 8: Liveware Evolution,PS,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.47,0.0,0.47,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
4209,The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0.0,0.38,0.0,0.09,0.47,2010,2010s+,0.0,0.8085106382978724,0.0,0.19148936170212766,Niche (<1M),False
4210,Cars: Race-O-Rama,PS,2009,Racing,THQ,0.27,0.03,0.0,0.17,0.47,2000,2000s,0.574468085106383,0.06382978723404255,0.0,0.3617021276595745,Niche (<1M),True
4211,Downhill Domination,PS,2003,Racing,Codemasters,0.23,0.18,0.0,0.06,0.47,2000,2000s,0.4893617021276596,0.3829787234042553,0.0,0.1276595744680851,Niche (<1M),True
4212,NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.07,0.0,0.04,0.47,2010,2010s+,0.7446808510638298,0.14893617021276598,0.0,0.08510638297872342,Niche (<1M),False
4213,Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.47,2000,2000s,0.7021276595744682,0.2553191489361702,0.0,0.021276595744680854,Niche (<1M),True
4214,World Series of Poker,PS,2005,Misc,Activision,0.39,0.01,0.0,0.06,0.47,2000,2000s,0.8297872340425533,0.021276595744680854,0.0,0.1276595744680851,Niche (<1M),False
4215,Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47,2010,2010s+,0.0,0.021276595744680854,0.9787234042553192,0.0,Niche (<1M),False
4216,NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0.0,0.03,0.47,1990,1990s,0.5531914893617021,0.3829787234042553,0.0,0.06382978723404255,Niche (<1M),True
4217,We Sing Encore,Wii,2010,Misc,Nordic Games,0.0,0.41,0.0,0.06,0.47,2010,2010s+,0.0,0.8723404255319149,0.0,0.1276595744680851,Niche (<1M),False
4218,Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47,2000,2000s,0.7021276595744682,0.2553191489361702,0.0,0.021276595744680854,Niche (<1M),True
4219,MX vs. ATV: Alive,PS,2011,Racing,THQ,0.24,0.15,0.0,0.07,0.47,2010,2010s+,0.5106382978723404,0.3191489361702128,0.0,0.14893617021276598,Niche (<1M),True
4220,Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Action,Capcom,0.22,0.0,0.22,0.02,0.47,2000,2000s,0.46808510638297873,0.0,0.46808510638297873,0.04255319148936171,Niche (<1M),True
4221,Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,0.43,0.01,0.0,0.03,0.47,2000,2000s,0.9148936170212766,0.021276595744680854,0.0,0.06382978723404255,Niche (<1M),False
4222,Godzilla: Save the Earth,PS,2004,Fighting,Atari,0.23,0.18,0.0,0.06,0.47,2000,2000s,0.4893617021276596,0.3829787234042553,0.0,0.1276595744680851,Niche (<1M),True
4223,Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47,2000,2000s,0.7659574468085106,0.19148936170212766,0.0,0.021276595744680854,Niche (<1M),False
4224,Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,2000,2000s,0.6382978723404256,0.17021276595744683,0.14893617021276598,0.021276595744680854,Niche (<1M),False
4225,Imagine: Figure Skater (US sales),DS,2007,Sports,Ubisoft,0.46,0.01,0.0,0.0,0.47,2000,2000s,0.9787234042553192,0.021276595744680854,0.0,0.0,Niche (<1M),False
4226,Mat Hoffman's Pro BMX 2,PS,2002,Sports,Activision,0.23,0.18,0.0,0.06,0.46,2000,2000s,0.5,0.3913043478260869,0.0,0.13043478260869565,Niche (<1M),True
4227,Metal Gear Solid: The Essential Collection,PS,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,0.46,2000,2000s,0.5,0.3913043478260869,0.0,0.13043478260869565,Niche (<1M),True
4228,The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,2000,2000s,0.5652173913043478,0.3260869565217391,0.0,0.10869565217391304,Niche (<1M),True
4229,Iridion 3D,GBA,2001,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,2000,2000s,0.717391304347826,0.2608695652173913,0.0,0.021739130434782608,Niche (<1M),True
4230,MX vs. ATV Untamed,PS,2007,Racing,THQ,0.35,0.06,0.0,0.05,0.46,2000,2000s,0.7608695652173912,0.13043478260869565,0.0,0.10869565217391304,Niche (<1M),False
4231,Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46,2000,2000s,0.5434782608695652,0.19565217391304346,0.2608695652173913,0.021739130434782608,Niche (<1M),True
4232,Destroy All Humans!,XB,2005,Shooter,THQ,0.34,0.11,0.0,0.02,0.46,2000,2000s,0.7391304347826088,0.23913043478260868,0.0,0.043478260869565216,Niche (<1M),True
4233,Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46,2000,2000s,0.717391304347826,0.2608695652173913,0.0,0.021739130434782608,Niche (<1M),True
4235,Country Dance 2,Wii,2011,Misc,GameMill Entertainment,0.44,0.0,0.0,0.03,0.46,2010,2010s+,0.9565217391304347,0.0,0.0,0.06521739130434782,Niche (<1M),False
4236,Razor Freestyle Scooter,PS,1999,Sports,Ubisoft,0.26,0.17,0.0,0.03,0.46,1990,1990s,0.5652173913043478,0.3695652173913044,0.0,0.06521739130434782,Niche (<1M),True
4237,Crash of the Titans,Wii,2007,Action,Vivendi Games,0.4,0.03,0.0,0.04,0.46,2000,2000s,0.8695652173913043,0.06521739130434782,0.0,0.08695652173913043,Niche (<1M),False
4238,F.E.A.R. 3,PS,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46,2010,2010s+,0.45652173913043476,0.3695652173913044,0.021739130434782608,0.15217391304347827,Niche (<1M),True
4239,Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46,2000,2000s,0.717391304347826,0.2608695652173913,0.0,0.021739130434782608,Niche (<1M),True
4240,Rygar: The Legendary Adventure,PS,2002,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46,2000,2000s,0.43478260869565216,0.3260869565217391,0.13043478260869565,0.10869565217391304,Niche (<1M),True
4241,Syphon Filter: Logan's Shadow,PS,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,2000,2000s,0.5434782608695652,0.2608695652173913,0.0,0.19565217391304346,Niche (<1M),True
4242,Super Batter Up,SNES,1992,Sports,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
4243,Kessen II,PS,2001,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,2000,2000s,0.2826086956521739,0.21739130434782608,0.43478260869565216,0.06521739130434782,Niche (<1M),True
4244,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
4245,Stuart Little 2,GBA,2002,Platform,Activision,0.33,0.12,0.0,0.01,0.46,2000,2000s,0.717391304347826,0.2608695652173913,0.0,0.021739130434782608,Niche (<1M),True
4246,Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46,2010,2010s+,0.2608695652173913,0.6304347826086956,0.0,0.10869565217391304,Niche (<1M),True
4247,"Warhammer 40,000: Space Marine",PS,2011,Shooter,THQ,0.13,0.25,0.0,0.09,0.46,2010,2010s+,0.2826086956521739,0.5434782608695652,0.0,0.19565217391304346,Niche (<1M),True
4248,Tak 2: The Staff of Dreams,GBA,2004,Platform,THQ,0.33,0.12,0.0,0.01,0.46,2000,2000s,0.717391304347826,0.2608695652173913,0.0,0.021739130434782608,Niche (<1M),True
4249,Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46,2010,2010s+,0.43478260869565216,0.06521739130434782,0.45652173913043476,0.043478260869565216,Niche (<1M),True
4250,Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46,2000,2000s,0.8260869565217391,0.06521739130434782,0.043478260869565216,0.08695652173913043,Niche (<1M),False
4251,ATV Offroad Fury Pro,PS,2006,Racing,Sony Computer Entertainment,0.37,0.04,0.0,0.05,0.46,2000,2000s,0.8043478260869564,0.08695652173913043,0.0,0.10869565217391304,Niche (<1M),False
4252,Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Platform,Take-Two Interactive,0.27,0.16,0.0,0.04,0.46,2000,2000s,0.5869565217391305,0.34782608695652173,0.0,0.08695652173913043,Niche (<1M),True
4253,SingStar Amped,PS,2007,Misc,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.46,2000,2000s,0.5,0.3913043478260869,0.0,0.13043478260869565,Niche (<1M),True
4254,Brothers In Arms: Earned in Blood,PS,2005,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,2000,2000s,0.8260869565217391,0.021739130434782608,0.0,0.13043478260869565,Niche (<1M),False
4255,Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.36,0.06,0.0,0.04,0.46,2010,2010s+,0.7826086956521738,0.13043478260869565,0.0,0.08695652173913043,Niche (<1M),False
4256,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.34,0.09,0.0,0.04,0.46,2010,2010s+,0.7391304347826088,0.19565217391304346,0.0,0.08695652173913043,Niche (<1M),False
4257,Dragon Ball Z: Sagas,PS,2005,Fighting,Atari,0.38,0.01,0.0,0.06,0.46,2000,2000s,0.8260869565217391,0.021739130434782608,0.0,0.13043478260869565,Niche (<1M),False
4258,Scooby-Doo,GBA,2001,Platform,THQ,0.33,0.12,0.0,0.01,0.46,2000,2000s,0.717391304347826,0.2608695652173913,0.0,0.021739130434782608,Niche (<1M),True
4259,The Legend of Spyro: Dawn of the Dragon,PS,2008,Platform,Vivendi Games,0.19,0.19,0.0,0.08,0.46,2000,2000s,0.41304347826086957,0.41304347826086957,0.0,0.17391304347826086,Niche (<1M),True
4260,Hydro Thunder,PS,1999,Racing,Midway Games,0.26,0.17,0.0,0.03,0.46,1990,1990s,0.5652173913043478,0.3695652173913044,0.0,0.06521739130434782,Niche (<1M),True
4261,Brothers In Arms: D-Day,PS,2006,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46,2000,2000s,0.5,0.30434782608695654,0.0,0.19565217391304346,Niche (<1M),True
4262,American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.42,0.0,0.0,0.03,0.46,2000,2000s,0.9130434782608695,0.0,0.0,0.06521739130434782,Niche (<1M),False
4263,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.04,0.16,0.24,0.01,0.46,2010,2010s+,0.08695652173913043,0.34782608695652173,0.5217391304347826,0.021739130434782608,Niche (<1M),True
4264,NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.46,1990,1990s,0.5652173913043478,0.3695652173913044,0.0,0.06521739130434782,Niche (<1M),True
4265,Deadpool,X360,2013,Action,Activision,0.26,0.16,0.0,0.04,0.46,2010,2010s+,0.5652173913043478,0.34782608695652173,0.0,0.08695652173913043,Niche (<1M),True
4266,Brothers In Arms: Road to Hill 30,PS,2005,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,2000,2000s,0.8260869565217391,0.021739130434782608,0.0,0.13043478260869565,Niche (<1M),False
4267,Virtua Tennis 4,PS,2011,Sports,Sega,0.09,0.25,0.03,0.09,0.46,2010,2010s+,0.19565217391304346,0.5434782608695652,0.06521739130434782,0.19565217391304346,Niche (<1M),False
4268,EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.46,2010,2010s+,0.6521739130434782,0.2608695652173913,0.0,0.08695652173913043,Niche (<1M),True
4269,Gremlins,2600,1983,Action,Atari,0.43,0.03,0.0,0.0,0.46,1980,Pre-1990,0.9347826086956521,0.06521739130434782,0.0,0.0,Niche (<1M),False
